state,year,quarter,district,registered_users,year_quarter
chhattisgarh,2019,4,raipur,506122,2019-Q4
chhattisgarh,2019,4,durg,321390,2019-Q4
chhattisgarh,2019,4,bilaspur,257350,2019-Q4
chhattisgarh,2019,4,raigarh,189764,2019-Q4
chhattisgarh,2019,4,janjgir champa,180195,2019-Q4
chhattisgarh,2019,4,korba,147812,2019-Q4
chhattisgarh,2019,4,rajnandgaon,113965,2019-Q4
chhattisgarh,2019,4,baloda bazar,104742,2019-Q4
chhattisgarh,2019,4,surguja,89297,2019-Q4
chhattisgarh,2019,4,mahasamund,80893,2019-Q4
chhattisgarh,2019,1,raipur,351495,2019-Q1
chhattisgarh,2019,1,durg,224058,2019-Q1
chhattisgarh,2019,1,bilaspur,184636,2019-Q1
chhattisgarh,2019,1,raigarh,139059,2019-Q1
chhattisgarh,2019,1,janjgir champa,130114,2019-Q1
chhattisgarh,2019,1,korba,105570,2019-Q1
chhattisgarh,2019,1,rajnandgaon,78320,2019-Q1
chhattisgarh,2019,1,baloda bazar,73454,2019-Q1
chhattisgarh,2019,1,surguja,62300,2019-Q1
chhattisgarh,2019,1,mahasamund,56953,2019-Q1
chhattisgarh,2022,3,raipur,1150501,2022-Q3
chhattisgarh,2022,3,durg,707241,2022-Q3
chhattisgarh,2022,3,bilaspur,596003,2022-Q3
chhattisgarh,2022,3,raigarh,448366,2022-Q3
chhattisgarh,2022,3,janjgir champa,436349,2022-Q3
chhattisgarh,2022,3,korba,352198,2022-Q3
chhattisgarh,2022,3,rajnandgaon,292804,2022-Q3
chhattisgarh,2022,3,baloda bazar,260632,2022-Q3
chhattisgarh,2022,3,surguja,217313,2022-Q3
chhattisgarh,2022,3,mahasamund,205270,2022-Q3
chhattisgarh,2022,2,raipur,1093318,2022-Q2
chhattisgarh,2022,2,durg,672947,2022-Q2
chhattisgarh,2022,2,bilaspur,566475,2022-Q2
chhattisgarh,2022,2,raigarh,425526,2022-Q2
chhattisgarh,2022,2,janjgir champa,414133,2022-Q2
chhattisgarh,2022,2,korba,334672,2022-Q2
chhattisgarh,2022,2,rajnandgaon,278724,2022-Q2
chhattisgarh,2022,2,baloda bazar,247634,2022-Q2
chhattisgarh,2022,2,surguja,206354,2022-Q2
chhattisgarh,2022,2,mahasamund,195406,2022-Q2
chhattisgarh,2022,4,raipur,1205632,2022-Q4
chhattisgarh,2022,4,durg,740173,2022-Q4
chhattisgarh,2022,4,bilaspur,622644,2022-Q4
chhattisgarh,2022,4,raigarh,468010,2022-Q4
chhattisgarh,2022,4,janjgir champa,455430,2022-Q4
chhattisgarh,2022,4,korba,368179,2022-Q4
chhattisgarh,2022,4,rajnandgaon,304353,2022-Q4
chhattisgarh,2022,4,baloda bazar,271259,2022-Q4
chhattisgarh,2022,4,surguja,226706,2022-Q4
chhattisgarh,2022,4,mahasamund,213189,2022-Q4
chhattisgarh,2022,1,raipur,1038105,2022-Q1
chhattisgarh,2022,1,durg,639688,2022-Q1
chhattisgarh,2022,1,bilaspur,537617,2022-Q1
chhattisgarh,2022,1,raigarh,403164,2022-Q1
chhattisgarh,2022,1,janjgir champa,392285,2022-Q1
chhattisgarh,2022,1,korba,317604,2022-Q1
chhattisgarh,2022,1,rajnandgaon,264326,2022-Q1
chhattisgarh,2022,1,baloda bazar,234464,2022-Q1
chhattisgarh,2022,1,surguja,195440,2022-Q1
chhattisgarh,2022,1,mahasamund,185227,2022-Q1
karnataka,2021,3,bengaluru urban,11321012,2021-Q3
karnataka,2021,3,belagavi,1304051,2021-Q3
karnataka,2021,3,mysuru,1250860,2021-Q3
karnataka,2021,3,dakshina kannada,855634,2021-Q3
